_row_id,event_type,judet,uat,data,lat,long,fond_cinegetic,numar_raport,nr_identificare,echipa_interventie,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de,coord_status
1383_alungare,alungare,Argeș,LEREŞTI,,45.446567,25.006242,RAUL TARGULUI 18,,,"Jandarmerie, primarie, Gestionar fond cinegetic",,Dupa apel telefonic echipa de interventie s-a deplasat în satul Pojorâta unde se semnalase prezența a doi urși. La sosirea echipei cei doi urși fuseseră alungați de localnici prin strigăte.,Alungat,Marius Dumitru,swapped
1384_alungare,alungare,Prahova,SINAIA,,45.362876,25.547560,SINAIA 25,12551/17.05.2024,,"jandarmi, viceprimar, gestionar FC, medic veterinar",Mascul,"Urs de 3 ani care intra in gospodarii si nu pleaca in prezenta omului, a fost alungat in padure cu mijloace acustice si luminoase, s-a montat cusca, zona este monitorizata, cetatenii au fost instruiti sa nu il hraneasca si sa nu se apropie de animal",Alungat,Crina Popa,swapped
1385_alungare,alungare,Buzău,NEHOIU,,45.383570,26.370960,VALEA NEHOIULUI 32,6164/20.05.2024,,"IJJ, UAT Nehoiu , AJVPS Buzau",,Apel 112 prezenta urs în gtadina unei gospodarii sat Curmatura Oras Nehoiu,Alungat,Ioana Diaconescu,swapped
1386_alungare,alungare,Bacău,CĂIUŢI,,,,BALCA 50,5392/14.05.2024,,"Personal Jandarmerie, Reprezentant UAT, Personal tehnic gestionar.",,A fost alungat un exemplar de urs cu ajutorul mijloacelor acustice si luminoase. Au fost folosite 2 petarde.,Alungat,Anca Macor,
1387_alungare,alungare,Bacău,CĂIUŢI,,,,BALCA 50,5426/15.05.2024,,"Personal Jandarmerie , Reprezentant  UAT,   Personal tehnic gestionar , Medic veterinar împuternicit.",,A fost alungat un exemplar de urs.,Alungat,Anca Macor,
1388_alungare,alungare,Vâlcea,RÂMNICU VÂLCEA,,45.095403,24.386518,GORANU 16,21080,,"Personal jandarmerie, reprezentant UAT , personal tehnic Gestionar",Femela cu pui,"A fost semnalat prezenta unei ursoaice cu pui pe str. Fântânii, zona Goranu, Rm Vâlcea. S-au prezentat echipele din cadrul Insp. de Jandarmi Vâlcea, Poliția Locală, reprez. AVPS Vâlcea și reprez. al Primăriei Mun. Rm. Vâlcea. În urma verificării făcute nu a fost găsit animalul sălbatic cu puii, drept urmare s-au luat măsuri de alungare prin semnale acustice.",Alungat,Anca Dicu,
1389_alungare,alungare,Vâlcea,RÂMNICU VÂLCEA,,,,GORANU 16,21309,,"Personal Jandarmerie, reprezentant UAT Rm Valcea, personal tehnic gestionar, apelant",,"În urma apelurilor preluate de serv de urg. 112, direcționate către Jandarmeria Vâlcea, prin care au fost semnalate prezența unui urs în zona Goranu, str. Fântânii. La fața locului s-au prezentat Jandarmeria, Poliția Locală, ISU, AJVPS  Vâlcea și reprez. al Primăriei Rm vâlcea. În urma verificării făcute în zona nu a fost găsit animalul sălbatic(urs), drept urmare s-au luat măsuri de alungare prin semnale acustice.",Alungat,Anca Dicu,
1390_alungare,alungare,,BRETEA ROMÂNĂ,,45.685857,22.938573,SILVAS 48,4596/20.05.2024,,,,"Apel telefonic la 112 prin care se semnala prezența unui exemplar de urs în grădina unui localnic din satul Ocolișu Mare nr. 63 din com. Bretea Română. La fața locului s-a deplasat echipa de interventie, procedând la alungarea animalului. S-a considerat că nivelul de risc a fost unul mediu.",Alungat,Anca Ungureanu,
1391_alungare,alungare,,LUPENI,,46.357500,25.215500,DEALU 43,1/02.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
1392_alungare,alungare,,LUPENI,,46.734100,25.195800,TARCESTI 42,2/02.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela cu pui,Echipa de interventie a fost convocata si a deplasat la Satu Mic din cauza unei femele de urs cu un pui care a aparut in intravilan. Pana au ajuns in fata locului animalele au fost deja alungate de localnici.,Alungat,Szabo Szilard,
1393_alungare,alungare,,LUPENI,,46.382200,25.193300,TARCESTI 42,3/06.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase. Ursul a revenit de doua ori pana s-a reusit alungarea.,Alungat,Szabo Szilard,
1394_alungare,alungare,,LUPENI,,46.382200,25.193300,TARCESTI 42,4/09.05.2024,,"Reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs care a revenit in intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
1395_alungare,alungare,,LUPENI,,46.383600,25.194400,DEALU 43,5/13.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a a fost convocat pentru alungarea unui exemplar de urs din intravilanul localitatii Paltinis. Pana la sosirea in fata locului animalul a fost alungat de localnici.,Alungat,Szabo Szilard,
1396_alungare,alungare,,LUPENI,,46.363300,25.215100,DEALU 43,6/24.04.2024,,"Reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase. Ursul a fortat usa de intrare a casei.,Alungat,Szabo Szilard,
1397_alungare,alungare,Harghita,CORUND,,46.490650,25.171850,CORUND 39,4346/16.05.2024,,"Personal jandarmerie, reprezentant UAT",,Echipa de interventie a efectuat alungarea exemplarului de urs din zona turistica si rezervatie Dealul Melcului prin mijloace acustice.,Alungat,Szabo Szilard,
1398_alungare,alungare,Harghita,CORUND,,46.490650,25.171850,CORUND 39,3567/16.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa de interventie a efectuat alungarea unui exemplar de urs din zona turistica Dealul Melcului prin mijloace acustice si luminoase. Ursul a produs distrugeri in bunuri si s-a manifestat agresiv fata de echipa de interventie.,Alungat,Szabo Szilard,
1399_alungare,alungare,Harghita,CORUND,,46.490650,25.171850,CORUND 39,3564/16.05.2024,,"Reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa a alungat cu ajutorul petardelor exemplarul de urs care a omorat un caine in zona turistica Dealul Melcului.,Alungat,Szabo Szilard,
1400_alungare,alungare,Bacău,OITUZ,2024-05-18,,,,,,"Personal Jandarmerie,  reprezentant UAT, personal tehnic gestionar,  medic veterinar .",Mascul,"Primarul comunei Oituz a convocat echipa de interventie pentru eliberarea(prin tranchilizare) a unui exemplar de urs prins in sarma unui gard. Ursul a rupt sarma, atacand echipa de interventie, moment in care s-a luat decizia de a impusca exemplarul de urs.",Împușcare,Anca Macor,
1400_impuscare,impuscare,Bacău,OITUZ,,46.220595,26.604665,OITUZ 20,9999/18.05.2024,,"Personal Jandarmerie,  reprezentant UAT, personal tehnic gestionar,  medic veterinar .",Mascul,"Primarul comunei Oituz a convocat echipa de interventie pentru eliberarea(prin tranchilizare) a unui exemplar de urs prins in sarma unui gard. Ursul a rupt sarma, atacand echipa de interventie, moment in care s-a luat decizia de a impusca exemplarul de urs.",Împușcare,Anca Macor,
1401_alungare,alungare,Vâlcea,RÂMNICU VÂLCEA,,45.112300,24.401900,GORANU 16,21315,,"Personal Jandarmerie, reprez. UAT, personal tehnic Gestionar",,"În urma apelului la serv. de urgență 112, direcționat către Jandarmeria Vâlcea prin care un cetățean a semnalat prezența unui animal sălbatic (urs) în vecinătatea gospodăriei din str. Islazului, nr. 12 Goranu, Rm vâlcea. La fața locului s-au deplasat Jandarmeria Vâlcea, AJVPS, reprez. UAT, Poliția Locală. În urma verificărilor făcute nu a fost găsit animalul sălbatic, s-au luat măsurile de alungare prin semnale sonore.",Alungat,Anca Dicu,
1402_alungare,alungare,Vrancea,DUMITRIŢA,,,,BUDAC 27,1923/21.05.2024,,"Plt. Adj- I.J.J BN, viceprimar comuna Dumitrița, Reprezentant gestionar fond cinegetic",,"La sosirea echipei de interventie ursul nu mai era in zona, s-au folosit semnalele acustice si sonore",Alungat,Rus Paul,
1403_alungare,alungare,Argeș,RUCĂR,,45.500348,25.119349,RUCAR 22,,,"Jandarmerie, Primarie, Gestionar Fond cinegetic",,Apelantul a relatat faptul ca a vazut un urs in gspodarie. echipa de interventie nu a gasit ursul in zona. nu au fost pagube. S-a procedat la patrulare.,Alungat,Marius Dumitru,
1404_alungare,alungare,Vâlcea,RÂMNICU VÂLCEA,,,,GORANU 16,21565,,"Personal Jandarmerie, reprezentant UAT Rm Valcea",,"În urma apelului la serviciul de urgență 112, direcționat către Jandarmerie, prin care un cetățean a semnalat prezența unui animal sălbatic (urs) în vecinătatea gospodăriei din strada Islazului, zona Goranu, pct Islaz, din Rm Valcea. La fața locului s-au prezentat Jandarmeria, ISU si reprezentant UAT Rm. Valcea. În urma verificării la fața locului animalul nu a fost găsit. S-au luat măsuri de alungare.",Alungat,Anca Dicu,
1405_alungare,alungare,Buzău,NEHOIU,,45.378790,26.329684,COLTI 31,6360/22.05.2024,,"UAT, IJJ, AJVPS Buzau",,Apel 112 prezenta ursoaica cu pui la o stupina în gradina gospodăriei  loc Mlăjet,Alungat,Ioana Diaconescu,swapped
1406_alungare,alungare,Prahova,VALEA DOFTANEI,,45.313270,25.723280,SETU 21,8759/17.05.2024,,"Jandarmerie, primar, personal GFC, medic veterinar",Femela cu pui,Femela cu doi pui care au fost alungati in zona impadurita fara sa produca pagube,Alungat,Crina Popa,swapped
1407_alungare,alungare,,SCORŢENI,,45.096358,25.815328,MISLEA 19,8831/21.05.2024,,"Jandarmerie, viceprimar, personal GFC, medic veterinar",,"Echipa s-a intrunit la apel 112, s-au folosit semnale acustice si luminoase pentru alungare",Alungat,Crina Popa,swapped
1408_alungare,alungare,Prahova,SINAIA,,45.354540,25.545470,SINAIA 25,12775/21.05.2024,,"Jandarmerie, viceprimar, personal GFC, medic veterinar",Femela cu pui,"Femela cu doi pui care intra in gospodarii si produc panica, au fost alungati in zona impadurita cu semnale acustice si luminoase si spray pentru animale",Alungat,Crina Popa,swapped
1409_alungare,alungare,Prahova,SINAIA,,45.354696,25.544651,SINAIA 25,12777/21.052024,,"Jandarmerie, viceprimar, personal GFC, medic veterinar",Mascul,"Mascul de 3 ani care a tranzitat parcul, a patruns prin gospodarii, a urcat pe Furnica, a intrat in curte, a fost alungat cu semnale acustice, luminoase si spray pentru animale",Alungat,Crina Popa,swapped
1410_alungare,alungare,Harghita,MIERCUREA-CIUC,,46.380710,25.831290,PAULENI 23,20585/30.04.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,La or 22 echipa a intervenit pentru alungarea unui exemplar de urs din curtea casei. Ursul a mai intrat si intr-o alta curte pana s-a reusit alungarea spre padure.,Alungat,Szabo Szilard,
1411_alungare,alungare,Harghita,MIERCUREA-CIUC,,46.378370,25.829200,PAULENI 23,22995/21.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,Echipa a intervenit din cauza a 3 pui de ursi mari care au fost alungati de mai multe ori din zona. Din auza riscului s-a incercat tranchilizarea si relocarea acestora dar fara succes. Exemplarele s-au retras in padure.,Alungat,Szabo Szilard,
1412_alungare,alungare,Harghita,MIERCUREA-CIUC,2024-05-22,,,,,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,A fost solicitata interventia echipei din cauza faptului ca cei trei pui de ursi mari (1mascul si 2 femele de apr 3 ani) cu antecedente in intravilan au intrat in curtea unei case si au incercat sa patrunda in cladire. Ursii alungati s-au retras pana in zona izvorului dar acolo s-au intors inpotriva echipei de interventie si s-au manifestat agresiv. Din cauza riscului ridicat si neavand alta optiune de a rezolva situatia echipa s-a decis extragerea acestora prin impuscare.,Împușcare,Szabo Szilard,
1412_impuscare,impuscare,Harghita,MIERCUREA-CIUC,,46.377590,25.828860,PAULENI 23,23545/23.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,A fost solicitata interventia echipei din cauza faptului ca cei trei pui de ursi mari (1mascul si 2 femele de apr 3 ani) cu antecedente in intravilan au intrat in curtea unei case si au incercat sa patrunda in cladire. Ursii alungati s-au retras pana in zona izvorului dar acolo s-au intors inpotriva echipei de interventie si s-au manifestat agresiv. Din cauza riscului ridicat si neavand alta optiune de a rezolva situatia echipa s-a decis extragerea acestora prin impuscare.,Împușcare,Szabo Szilard,
1413_alungare,alungare,Bacău,OITUZ,,,,OITUZ 20,10697/25.05.2024,,"Personal Jandarmerie , reprezentant UAT, personal tehnic gestionar,  medic veterinar împuternicit",,Exemplarul de urs nu a fost identificat. Au fost folosite preventiv semnale acustice.,Alungat,Anca Macor,
1414_alungare,alungare,Prahova,SINAIA,,45.351420,25.538194,SINAIA 25,13206/27.05.2024,,"jandarmi, viceprimar, gestionar FC, medic veterinar",Femela cu pui,"Femela cu doi pui de 4 luni care au patruns in gospodarii, producand panica si pagube materiale, nu se indeparteaza la prezenta omului, au fost alungati cu mijloace acustice si luminoase si spray pentru urs, nu s-a reusit capturarea lor.",Alungat,Crina Popa,swapped
1415_alungare,alungare,,CIUMANI,,46.671946,25.528438,BORZONT 13,1953/23.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela cu pui,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
1416_relocare,relocare,Harghita,TOPLIŢA,2024-05-28,46.916184,25.351810,TOPLITA 1,fn/28.05.2024,07 URS E DON VET,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Mascul,Echipa de interventie a efectuat tranchilizarea si relocarea pa aceeasi fond cinegetic a unui exemplar de urs mascul de apr. 2 ani care a intrat in mod regulat in intravilan.,Relocat,Szabo Szilard,
1417_relocare,relocare,Harghita,TOPLIŢA,2024-05-20,46.916440,25.349754,TOPLITA 1,fn./20.05.2024,URS 06 E DONVET,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela,Echipa de interventie a efectuat tranchilizarea si relocarea pe aceeasi fond cinegetic a unui exemplar de urs femel de apr. 2 ani care a intrat in mod regulat in intravilan.,Relocat,Szabo Szilard,
1418_alungare,alungare,Harghita,SÂNDOMINIC,,46.595483,25.801183,BALAN 15,3113/27.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Mascul,Echipa de interventie a fost convocata prin nr. 112 pentru alungarea unui examplar de urs din intravilan care a intrat intr-o curte si a omorat un caine.,Alungat,Szabo Szilard,
1419_alungare,alungare,,NOCRICH,,45.828900,24.451000,MARPOD 39,3674,,"Reprezentanți ai Jandarmeriei, Primăriei, Gestionarului, Medicul veterinar",,"Urmare apelului la 112 s-a format comisia. La ora întrunirii nu au mai fost regăsiți urșii, care au atacat efectivul de bovine al apelantului.",Altele,Gabriela Capatana,
1420_eutanasiere,eutanasiere,,DALNIC,,45.913004,25.996523,DALNIC 16,1054/06.04.2024,,"Primar, paznic de vânătoare, medic veterinar, jandarmerie",Femela,"În data de 06.04.2024 ora 18:)) a fost sesizat prezenta unei exemplar de urs în intravilanul localității Dalnic. La convocarea comisiei s-a prezentat membrii si s-adecis alungarea exemplarului, fără rezultat, după care animalul a fost tranchilizat si prin exemenul clinic s-a constatat că animalul suferă de fractură de bazin, care este incompatibil cu viata si ca urmare s-a decis la eutanasierea exemplarului.",Eutanasiat,Berde Lajos,
1421_relocare,relocare,Covasna,BIXAD,2024-04-30,46.129000,25.923200,BICSAD 12,1034/30.04.2024,TWP - URS - 017,"primar, jandarmerie, paznic de vânătoare, medic veterinar",Femela,"In jurul orei 14 in data de 30.04.2024 a fost semnalat prezenta unui urs langa marginea drumului DN 11C in urma caruia a fost convov=cat echipa de interventie conform OUG nr. 81, respectiv a fost solicitat si ajutorul politiei, echipajul din raza comunei Bixad. dupa intrunirea echipei de interventie s-a luat decizia de relocare a exemplarului, care cerseste de mai mult timp in acea zona.",Relocat,Berde Lajos,
1422_alungare,alungare,,ÎNTORSURA BUZĂULUI,,46.122241,26.054830,ZABRATAU 33,25053/13.05.2024,,"Jandarmerie, primar, paznic de vânătoare, medic veterinar",,La locul anuntat nu s-a identificat prezenta unui urs.,Alungat,Berde Lajos,
1423_alungare,alungare,,ÎNTORSURA BUZĂULUI,,46.105710,26.036810,ZABRATAU 33,25473/16.05.2024,,"viceprimar, medic veterinar",,animalul nu a mai fost vazut la fata locului la sosirea echipei de interventie.,Alungat,Berde Lajos,
1424_relocare,relocare,Covasna,TURIA,2024-04-22,46.117100,25.944500,TURIA 17,2610/22.05.2024,TWP URS 01,"viceprimar, jandarmerie, medic veterinar, paznic de vânătoare",Femela cu pui,"la ora 16:00 a fost semnalată prezenta a aceluiasi ursoaice in aceeasi locatie, ursoaica a fost tranchilizată la ora 17:00 si introdusa in cusca. au fost tranchilizati si cei trei pui care erau urcati in copac, urmand a fi dusi la sanctuarul de ursi Zărnesti.",Relocat,Berde Lajos,
1425_alungare,alungare,Hunedoara,PETROŞANI,,45.354302,23.380899,PETROSANI 66,1/2024 înregistrat la APM cu nr. 4803/28.05.2024,,Petroșani,Mascul,"Apel telefonic la 112 prin care se semnala prezența unui exemplar de urs în stația CFR călători Strâmbuța din mun. Petroșani. La fața locului s-a deplasat echipa de interventie, procedând la alungarea animalului. S-a considerat că nivelul de risc a fost unul mediu.",Alungat,Anca Ungureanu,
1426_relocare,relocare,Bacău,SLĂNIC-MOLDOVA,2024-05-28,46.207125,26.439783,SLANIC MOLDOVA 17,6008/29.05.2024,642099300007672,"Personal Jandarmerie,  reprezentant UAT Slanic Moldova,   personal tehnic gestionar , medic veterinar împuternicit .",Femela,In urma apelului la 112 prin care a fost semnalata prezenta unui exemplar de urs in intravilanul localitatii  Slanic Moldova a fost constituita echipa de interventie. Nivelul de risc fiind mediu  s- a luat decizia  capturarii si relocarii  pe acelasi fond cinegetic. Exemplarul de urs a fost eliberat sanatos.,Relocat,Anca Macor,
1427_alungare,alungare,Prahova,MĂNECIU,,45.456012,25.943940,BASCA FARA CALE 29,8502/29.05.2024,,"jandarmi, reprezentant UAT, gestionar FC, medic veterinar",Femela cu pui,"Femela cu un pui alungati din curtea manastirii Cheia, exemplarul e des vazut in zona, s-a montat cusca pentru capturare",Alungat,Crina Popa,swapped
1428_alungare,alungare,Argeș,CÂMPULUNG,,45.247715,25.016524,CAMPULUNG 19,,,"Jandarmerie, Primărie, Gestionsr Fond cinegetic",,Apelantul a relatat că ursul a intrat de mai multe ori în gospodărie în perioada 26-27 mai unde a distrus un stup și poarta de acces.,Alungat,Marius Dumitru,
1429_alungare,alungare,Argeș,CÂMPULUNG,,45.237539,25.018665,CAMPULUNG 19,,,"Jandarmerie, Primărie, Gestionar Fond cinegetic",,Apelantul a sesizat faptul că un urs a atacat animalele din gospodărie omorând sau ranind mai multe ovine. La sosirea echipei de intervenție ursul nu se mai afla în țarcul animalelor.,Alungat,Marius Dumitru,
1430_alungare,alungare,Brașov,BRAŞOV,,45.625772,25.624339,TIMIS 18,82051,,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,"Ca urmare a apariției repetate a două exemplare de urs brun (tineret) în zona mun.Brașov - str.Panselelor, nr.23, s-a întrunit echipa de intervenție în vederea alungării acestora în zona împădurită, conform deciziei luate de membrii echipei de inervenție(semnale acustice și luminoase) și gloanțe de cauciuc.",Alungat,Mirela Moisa,
1431_alungare,alungare,Brașov,BRAŞOV,,45.625772,25.624339,TIMIS 18,82054,,"AT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,"Ca urmare a revenirii exemplarelor de urs în zona str.Panselelor, nr.23, mun.Brașov, la scurt timp după alungarea anterioară în zona împădurită s-a luat decizia folosirii pentru alungare a gloanțelor de cauciuc.",Alungat,Mirela Moisa,
1432_alungare,alungare,Brașov,BRAŞOV,,45.621884,25.633367,TIMIS 18,82857,,"AT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,"Ca urmare a apelului la 112 prin care se semnalla prezența a două exemplare de urs la ghena de gunoi situată pe str.laminoarelor, nr.12, echipa de intervenție s-a deplasat în zonă și au alungat exemplarele în zona împădurită.",Alungat,Mirela Moisa,
1433_alungare,alungare,Prahova,ALUNIŞ,,45.198684,25.893555,PALTINET 35,3689/30.05.2024,,"Jandarmerie, reprezentant UAT, personal GFC",Mascul,"La apel 112, s-a actionat pentru indepartarea unui urs de circa 4 ani aflat intr-o gospodarie",Alungat,Crina Popa,swapped
1434_altele,altele,Brașov,BRAŞOV,,,,,,,"Repezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,"Raport nr 83640/31.05.2024.Echipa de interventie a montat cusca de capturare in zona Caminului pt persoane fara adapost-str.Panselelor, nr.23.Ursul nu a fost vazut pe toata perioada supravegherii.",Altele,Mirela Moisa,
1435_alungare,alungare,Argeș,CÂMPULUNG,,45.247715,25.016524,CAMPULUNG 19,123/12858/30.05.2024,,"Jandarmerie, Primărie, gestionar fond cinegetic",,Ca urmare a apelului telefonic echipa de intervenție s-a deplasat la fața locului unde apelantul a relatat faptul că un urs a patruns în gospodăria sa în zona stupilor. Echipa nu a gasit ursul în zona. s-a procedat la patrulare. Nu au fost pagube.,Alungat,Marius Dumitru,
1436_relocare,relocare,Brașov,MĂNECIU,2024-06-02,45.488384,25.924004,TELEAJEN 27,8708/03.06.2024,,"jandarmi, reprezentanti UAT, gestionar FC, medic veterinar",Mascul,"La apel 112, a fost capturat un pui de 5 luni si predat catre Asociatia Milioane de Prieteni Brasov",Relocat,Crina Popa,swapped
1437_alungare,alungare,Argeș,RUCĂR,,45.389300,25.176100,RUCAR 22,,,"Jandarmerie, Primărie, Gestionar Fond cinegetic",,În zona indicată de apelant nu se mai afla ursul văzut de acesta. Nu au fost pagube. Echipa de intervenție a procedat la patrulare.,Alungat,Marius Dumitru,
1438_alungare,alungare,Argeș,AREFU,,45.336098,24.635689,AREFU 5,3 din 03.06.2024,,"Jandarmerie, Primărie",,"Ca urmare a apelului la 112, echipa de intervenție s-a deplasat în zona blocuri Căpățâneni unde nu a gasit ursul văzut de apelant.",Alungat,Marius Dumitru,
1439_alungare,alungare,Buzău,BECENI,,45.323704,26.767126,BECENI 41,7,,"Reprezentant IJJ Buzau, reprezentant AJVPS Buzau, reprezentant UAT Beceni, medic veterinar imputernicit",,Echipa de interventie a ajuns la fata locului unde un urs a rupt un gard al proprietarului. Nu sunt pagube.,Alungat,Mihaela Ifrim,swapped
1440_alungare,alungare,Buzău,BECENI,,,,BECENI 41,8,,"Reprezentant IJJ Buzău, reprezentant UAT Beceni",,"Apell 112, semnalat de proprietarul care anuntase ca un urs a omorat 2 oi din gospodarie.",Alungat,Mihaela Ifrim,
1441_relocare,relocare,Brașov,BRAŞOV,2024-06-04,45.626065,25.624255,URLATORI 22,85259,"crotaliu 008, microcip 642090003724427","Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",Femela,"In urma apelurilor repetate la nr 112 care sesizau prezenta unui exemplar de urs in intravilanul municipiului Brasov si a acordului de relocare, s-a luat decizia relocarii acestuia in FC 22 Urlători.",Relocat,Mirela Moisa,
1442_alungare,alungare,,BRĂDEŞTI,,46.346845,25.346527,ZETEA 34,383/28.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela cu pui,Localnicii au raportat faptul ca un exemplar de urs si-a facut culcus in apropierea caselor.  A fost alungat prin mijloace sonore.,Alungat,Szabo Szilard,
1443_alungare,alungare,,CIUMANI,,46.670832,25.522341,BORZONT 13,2027/29.05.2024,,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela cu pui,Echipa de interventie a efectuat alungarea unei femela de urs cu 3 pui din apropierea localitatii prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
1444_relocare,relocare,Brașov,BRAŞOV,2024-06-06,45.650252,25.567761,URLATORI 22,86830,642090003724423,"Reprezentant UAT, personal Jandarmerie, medic veterinar, reprezentant Fond cinegetic",Mascul,"In urma apelului la 112 s-a luat decizia de captura-relocare a exemplarului de urs brun (acord Garda Forestieră Brașov). Capturarea s-a efectuat în zona str.Cărămidăriei, nr.8, Brașov.",Relocat,Mirela Moisa,
1445_alungare,alungare,Brașov,PREDEAL,,45.495792,25.570201,TIMIS 18,9220/05.06.2024,,"Reprezentant Primarie, reprezentant IJJ Brasov, reprezentant GFC si medic veterinar",Femela cu pui,"In urma convocării echipei de intervenție, ursoaica cu pui a fost alungată cu mare dificultate. Animalele nu au reacționat la semnalele acustice și luminoase ale personalului IJJ Brașov. S-au utilizat muniții cu glonț de cauciuc, acestea din urmă facându-și efectul, animalele fiind alungate în pădure.",Alungat,Viorel Marean,
1446_alungare,alungare,Brașov,PREDEAL,,45.498554,25.571097,TIMIS 18,9279/06.05.2024,,"Reprezentant Primarie, reprezentant IJJ Brasov, reprezentant GFC si medic veterinary",Mascul,"In urma apelului 112 s-a convocat echipa de intervenție în vederea alungării unui exemplar din specia urs brun, mascul cu varsta aproximativă 4 ani. Animalul a fost alungat cu dificultate,  în zona împădurită, utilizandu-se semnale acustice și luminoase",Alungat,Viorel Marean,
1447_alungare,alungare,Brașov,PREDEAL,,45.498800,25.570504,TIMIS 18,9280/06.05.2024,,"Reprezentant Primarie, reprezentant IJJ Brasov, reprezentant GFC si medic veterinar.",Femela cu pui,"In urma apelului 112 s-a convocat echipa de intervenție în vederea alungării unui exemplar din specia urs femelă cu un pui, aceasta având varsta cca 6-7 ani. Animalele au fost alungate cu dificultate, în zona împădurită, utilizandu-se semnale acustice și luminoase.",Alungat,Viorel Marean,
1448_relocare,relocare,Brașov,PREDEAL,2024-06-06,45.501888,25.570043,TIMIS 18,9341/07.06.2024,51 și 52 ( 642098100342244 și 642098100342254 ),"Reprezentant Primarie, reprezentant IJJ Brasov, reprezentant GFC si medic veterinar",Femela cu pui,"in urma problemelor create în intravilanul orasului Predeal, atat in timpul zilei cat si in timpul noptii, sesizate dealtfel prin serviciul de urgenta 112, s-a luat decizia capturării  si relocarii ursoaicei cu 1 pui. exemplarele au fost relocate pe FC 22 Urlători jud. Brașov",Relocat,Viorel Marean,
1449_alungare,alungare,Prahova,SINAIA,,45.350712,25.546909,SINAIA 25,14856/07.06.2024,,"reprezentant jandarmerie, viceprimar, gestionar FC, medic veterinar",Femela cu pui,"Femela cu doi pui care sta intr-o gradina din vecinatatea parcului Stirbey si nu pleaca in prezenta omului. S-a emis mesaj RO Alert, s-a montat cusca pentru capturare/relocare, nu au putut fi prinse, au fost alungate in zona impadurita",Alungat,Crina Popa,swapped
1450_alungare,alungare,Harghita,CORUND,,46.490055,25.168775,CORUND 39,4091/07.06.2024,,"Reprezentant jandarmerie, reprezentant UAT",,Echipa de interventie a efectuat alungarea unui exemplar de urs din zona turistica Dealul Melcului prin mijloace acustice. Exemplarul a facut multiple pagube in zona.,Alungat,Szabo Szilard,
1451_alungare,alungare,Harghita,CORUND,,46.490650,25.171850,CORUND 39,4082/06.06.2024,,"Reprezentant jandarmerie, reprezentant UAT",,Echipa de interventie a efectuat alungarea unui exemplar de urs din zona turistica Dealul Melcului prin mijloace acustice. Exemplarul a facut multiple pagube in zona.,Alungat,Szabo Szilard,
